,tweets
192,"@kumparan @budip saya kebetulan tadi lagi di mrt, diumumkan kok kereta diberhentikan sementara karena ada gempa. dan penumpang dimohon tidak panik"
193,"@mrtjakarta Makasih infonya, tadi pas gempa sy berada di MRT, dan berhenti di stasiun Blok A menunggu aman kembali baru berjalan lagi.."
194,"RT @antaranews: MRT Jakarta sempat berhenti saat terjadi gempa 7,4 SR https://t.co/M8pb499HHN"
195,untung gajadi naik MRT 😭 padahal td udah niat banget mo baik MRT biar cepet nyampe rumah krn lagi lelaaahhhhh bangeeettttt 😭 https://t.co/xrB1SkJjXh
196,"cek yuk -&gt; Cerita Warga Jakarta Rasakan Gempa di MRT Guncangan gempa M 7,4 Banten juga dira  https://t.co/39zaAi2lYG"
197,"@null Cerita Warga Jakarta Rasakan Gempa di MRT Guncangan gempa M 7,4 Banten juga dira  https://t.co/u9l6DMmZQd"
198,"MRT Jakarta sempat berhenti saat terjadi gempa 7,4 SR https://t.co/M8pb499HHN"
199,"Tim Operasional MRT Jakarta sedang melakukan pemeriksaan untuk memastikan semua kondisi stasiun dan fasilitas MRT Jakarta dalam kondisi normal. Jika ada perkembangan atas dampak yang ditimbulkan dari gempa tersebut, akan kami informasikan kemudian."
200,"Sehubungan dengan terjadinya gempa bumi pada malam hari ini (2/8/19) yang terasa di Jakarta, bersama ini kami informasikan bahwa operasi MRT Jakarta pasca gempa telah berjalan normal kembali."
201,RT @mrtjakarta: @Outstandjing @PT_TransJakarta @CommuterLine Saat ini MRT Jakarta kembali beroperasi normal.
202,"@gallanttsany @Jogja_Uncover Berasa ya Gallant smpi Jogja,  aku lg di MRT, tak lama berhenti di stasiun Blok A lama sekali menunggu kondisi aman.."
203,Gila gila gempanya kerasa pisan sampe stasiun mrt sepi :( https://t.co/xRKyMscUTo
204,@stranger_top Kikiki... pagi2 buka gelak sorg2 dlm mrt...
205,"RT @rajanazrin_: Cara nak tahu orang tu SINGLE:

1. Suka tidur lewat
2. Telefon jarang berbunyi
3. Tak jaga makan, makan sukahati dia
4. Su…"
206,Waktu gempa td lagi di dlm MRT. Goyang nya kaco kerasa bgt smp mual. Trs ada satu org bapa2 ini di gerbong gue bikin panik doong “EH GEMPA GEMPA GEMPA SAYA KERASA BANGET INI” shittt bikin org2 lain pada panik anjiirrrr org2 pada langsung berisik gt gegara si bapak ini
207,"MRT Jakarta sempat berhenti beroperasi saat terjadi gempa 7,4 SR https://t.co/Bid06MmIFC"
208,"Soal kesehatan die gak peduli, soal bagi2 kursi berbicara sambil naik MRT, rakyat jd frustasi investasi di negri mukidi. #AncurNKRI"
209,@mirkiway I c mrt station wkkwkwkw
210,"Lagi di mrt. Trus pas lagi naik gojek, tiba tiba ada yg ngechat kalo gempa. Gue cuman bingung karena ga berasa."
211,@jihann_v Serius td janjian sama temen di mrt chatuchak tp ternyata auto dilarang pake bts ke arah mo chit gara2 bom :((
212,Naik mrt https://t.co/1XZKYvrILJ
213,serius ini di stasiun mrt antara getaran kereta sm gempa gabisa bedain cri
214,@Outstandjing @PT_TransJakarta @CommuterLine Saat ini MRT Jakarta kembali beroperasi normal.
215,"#Gempa Mengguncang Jakarta, Layanan MRT Sempat Terhenti

https://t.co/DvMrugZsbx"
216,"Ga bayangin lagi gempa besar pas di dlm mrt, semoga mrt ini bener2 aman yaaa, percaya kok pasti udah dibangun dgn memperhitungkan kemungkinan bencana, sesuai standar keamanan😭 https://t.co/vow6cNM8Z6"
217,"Gempa Mengguncang Jakarta, Layanan MRT Sempat Terhenti 
          https://t.co/On5UpNR4ua"
218,"untuk job sales/marketing, mereka harus dituntut berpakaian rapih, wangi. bukan manja, itu tuntutan pak/bu. kalo jakarta dan sekitarnya udah terintegrasi dengan baik seperti mrt/lrt jelas bakal milih kendaraan umum ko"
219,"RT @tyragzel: used iPhone 7 Plus Red Product 128gb LL set (FULLSET)

Price: RM1630
Warranty: Sebulan by MyPhone Valley
Cod percuma: Bangi G…"
220,Ya allah gimana mitigasi bencana pas di dalam KRL DAN MRT ya?
221,@deinosaurus yukk naik mrt
222,"@streetflowerz Berasa soalnya MRT nya yg di atas, pas lagi berhenti jg tadi. ]]"
223,"@tubirfess Btw, di eskalator mrt udh ada tandanya itu yg sisi kanan buat org buru"""
224,@vioUul Trus naik MRT
225,Alhamdulillah tadi dah keluar dari mrt pas gempaa 😭😭😭😭
226,"@sukaesgrem Jauh semua sih sebenernya, tapi ya paling mendekati gambir. Dari gambir ke HI mayan deket. Trus lanjut MRT ke senayan bisa."
227,yg di MRT gimana ya? dia kan subway terus naik keatas gitu
228,@WoyRob_ @naufalkhrzzmn @sxndysuy mrt dong
229,"@Eno_Bening W makin setuju ibukota pindah bang...
Itu mrt udah dirancang anti gempa kn?"
230,Uji coba Mass Rapid Transit (MRT) yang dilaksanakan pada hari ini Selasa (12/3) mendapat respon positif sejumlah penumpang. Bahkan para penumpang mengaku kagum dengan fasilitas MRT yang disediakan. #2019JokowiKyaiMaruf https://t.co/rPDbpxW2EX
231,"Tiba-tiba, MRT berhenti tanpa sebab. Tak ada pemberitahuan juga terkait penyebab berhentinya MRT saat itu. #gempa https://t.co/iAsuO0vbm4"
232,"RT @flameme14: MRT diberentiin untung pas lg berenti di stasiun ,, stay safe guys"
233,NAIK MRT FREE WOI HAHAH https://t.co/VXlDVhFany
234,@mrtjakarta @herman_angran Kalau kartu indomartcard yg dr mandiri emoney bisa tidak min buat naik mrt ?
235,RT @erie_Nya: @VIVAcoid Terserah. Saya mah udah mulai nikmatin naik KRL MRT + ojol ojolan.
236,RT @dedewii: @HaiMagazine MRT Senayan. Pada bingung harus keluar apa gimana...
237,Ogah naik MRT :( tacutt lg dibawah trus gempa lg
238,@hai_fay Nggih mrt sempat delay
239,Gak kebayang lagi gempa gini lagi di dalem MRT :')
240,"@mndxy Tak, mrt chill chill je. Just ada orang bodoh jela banyak"
241,"kalo ada gempa gini, MRT berhenti operasi seper sekian menit. terus apa kabar pesawat? berhenti operasi juga ngga?"
242,Yaampun untung tadi gue abis 8 selese tanding langsung pulang anjirr sumpah bayangin lagi naik mrt trs gempa gimana caranya coba
243,"jangan sampe ada yang kena tsunami deh, apalagi jakarta. blom pernah naek mrt soalnya. ke comedymarkette apalagi"
244,"#pluvio

👧: lu masih di mrt? Terjebak di mrt?
👦: engga, gue terjebak di nostalgia.

BODO AMAT."
245,mrt sejuknya 🥶
246,Lah di MRT ga berasa gempa hahaha tetiba MRT nya berenti aja gitu tadi di Cipete Raya dan jalannya nunggu aba2
247,MRT lagi berhenti ci st. Cipete Raya MRT gw goyang2 dong ternyata gempa..
248,@lanafad kak jangan gitu yaAllah beneran keliatan after office look banget:((( baru keluar stasiun mrt:(((
249,Apakah MRT sudah memiliki team evakuasi khusus antisipasi gempa?
250,MRT aman? TJ kor 13 aman? Gempa tadi @mrtjakarta @PT_TransJakarta
251,@F_ViviJKT48 Smoga sehat yaaaa kakinyaa! Hadoo gabisa ikut naik mrt hiyaaa
252,Bismillah pulangnya naik mrt semoga selamat smp rumah #gempa
253,"RT @shabrina_tasya: tadi pas gempa lg beli pisang goreng di dkt st.cipete, terus keliatan pas gempa MRT nya udh mau masuk stasiun tp badann…"
254,Aku rasa mcm bru nampak nodroh zomono la kt mrt.. shit kalau btl dia... bapak comel siaaaaaa
255,@mrtjakarta Sepertinya akan perlu pengecekan di seluruh jalur MRT. Semoga aman dan bebas dari cracked struktur
256,Kalo lagi di mrt pas gempa gimana ya?
257,Astaga.. Kalo tadi masih di MRT layang apa rasanya coba
258,Hm apa rasanya yg didalam mrt https://t.co/qVx8fwr4QV
259,RT @sushiaftergym: Rumah murah pas di sebelah stasiun MRT https://t.co/0UX8aK9MzP
260,RT @axdwin: Di Jalan Blora dekat terminal Commuter Line Stasiun Sudirman / Stasiun MRT Dukuh Atas terasa GEMPA bergoyang ke arah samping se…
261,"Gempa 7,4 magnitudo berpusat di Sumur, Banten. https://t.co/NHV1p0cRPz"
262,MRT telat untuk pertama kalinya.
263,MRT udah normal kok. Ya mungkin telat 5 menitan karena tadi berhenti dulu
264,"@mrtjakarta 6.45 udah turun mrt, ya Allah :("
265,RT @cangkir_nemu: GEMPA DI STASIUN MRT BENER2 MENANTANG GILA https://t.co/Ou5u1FPivB
266,Pantesan tumben banget MRT berhenti lama.. ternyata gempa ya 😐
267,"@gorjessspazzz Aku berasa banget kak. Mana lagi di mrt. Untung belom masuk, jadinya langsung naik ke atas."
268,@mrtjakarta Tadi jam 7.07 masih di MRT. Berasa kliyengan min. 😥 Alhamdulillah aman..
269,@HaiMagazine MRT Senayan. Pada bingung harus keluar apa gimana...
270,"tadi pas gempa lg beli pisang goreng di dkt st.cipete, terus keliatan pas gempa MRT nya udh mau masuk stasiun tp badannya blm masuk semua, terus berhenti di tengah2 yaampun itu pasti lebih berasa ya gempanya di atas😭"
271,Udah di MRT 👀 https://t.co/hnfMMYHrPH
272,"Gak kerasa gempa krn lg di MRT, pas di Blok A MRT nya berhenti 5 mnt. Alhamdulillah skrg udh turun di H. Nawi"
273,"Kereta MRT sempat berhenti beroperasi dan sekarang sudah  kembali beroperasi, namun headway terjadi delay 10 menit 43 detik."
274,"BB-Subang Jaya-Shah Alam. The struggle is real hmm (@ Bukit Bintang MRT Station (SBK18A) Exit C in Kuala Lumpur, KL) https://t.co/OmQweKe3w8"
275,ga kerasa gara2 lg di mrt tadi anjer tp ngapa disitu lg dah jd throwback t****** sksksk https://t.co/N92Cx7iB59
276,"Tadi gw lagi di dalam kereta MRT, jadi gak kerasa kalau ada Gempa 😄😆🤭"
277,"Sebagai orang yg amat sangt peka terhadap gempa, ku ga kerasa gempa sihh. Y gmn mo kerasa lha wong pas di mrt .."
278,"RT @adrpradana: MRT yang saya tumpangi belum bisa melanjutkan perjalanan ke Lebak Bulus. Saat gempa terjadi, sedang naik-turun penumpang di…"
279,@lamebassist_ Gak kebayang yang lagi naik mrt/lrt
280,Gak tahu kalo ada gempa krn lg otw dr stasiun MRT ke peron. Baru tahu pas ada pengumuman dr staff stasiun.
281,"@sirgunthers #Kalabiru wah, saya sering berkeliaran di MRT!"
282,"@hi_syaamm Soalnya kereta emg goyang terus cam, MRT mungkin kerasa..."
283,@dessym1 AKU BERASA GELIYENG DOANG. TADI LAGI DI MRT GA BEGITU KERASA
284,Maaf ini sereeem.. Kereta MRT berhenti otomatis saat gempa. Kalo lagi di jalur atas berhentinya gimana... oke maaf tapi aku bayanginnya ngilu
285,@faizwahab Kalau rumah I pegi keje drive? No. Jauh gile and tak berbaloi. Better park dekat MRT je. I'm a cheapskate. 😅
286,"Gempa 30 detik membuat khawatir mereka yang sedang beraktivitas di stasiun bawah tanah MRT 😔
#mrtjakarta https://t.co/ZKTd54fKEa"
287,Gempa.. lg di mrt.. what the ah 🙈😑 bikin deg2an
288,"@adrpradana malam mas, saya Tiara wartawan detikcom. Apakah boleh saya minta kontak mas terkait kondisi di MRT ketika gempa tadi? Saya follow mas, mungkin bisa follow back?"
289,@fvckryie me in mrt : di stop
290,"#Krieger

👩🏻: Dimana?
👦🏻: MRT, kenapa ma?
👩🏻: Barusan gempa mama lagi nyuci piring, panci pada goyang
👦🏻: emang gak keluar?
👩🏻: nanggung abisan

Ibu2 kenapa deh kadang nyalinya segede gunung gede."
291,"@bananaysu Kayaknya ga jadi naik mrt, lanjut ampe tj barat trus gojek aja lah wkwkk"
292,baru pertama naik MRT .eh ada gempa 😨 https://t.co/Kd3ShVOkwd
293,"MRT diberentiin untung pas lg berenti di stasiun ,, stay safe guys"
294,@vickyfarhan95 Td pas jam itu aku lg turun tangga di stasiun mrt jd mgkn ga kerasa
295,"Serem juga ini gempa, nyampe mandek dong mrt"
296,"Lagi di MRT ketika #gempa terasa, banyak yang bergegas keluar di stasiun terdekat"
297,Tadi lagi di MRT jadi ga bisa ikutan ngerasain gempa. Hufft ga bisa update deh
298,Yang kemudian mrt nya delay karna menunggu situasi aman
299,Hai semua. Kalau ada masa terluang. Boleh lah tengok saya sbg pengacara bagi rancangan Aksi di myklik rtm. Episod 12 Aksi 2019 ok? #3tanberaksi #sayastudentupnm https://t.co/XolPbkzWOg
300,Ditengah-tengah gempa muncul kepenasaranan: Gimana ya kalo pas gempa lagi di MRT?
301,"Didalem MRT gaberasa gempa. Tp kereta diem 5menitan 🙃
Paniq, masih dibawah tanah https://t.co/gJXNDimrsZ"
302,GILAAA MRT SAMPE GOYANG GOYANG GARA GARA GEMPA ANJIR GUE PANIK
303,Sekarang bingung mau balik naik mrt takut
304,RT @BisKota_: Apakah perjalanan MRT ditunda
305,"50-80K/Jam, masak mau punya MRT kayak New York tapi harga parkirnya ga mau sama. https://t.co/VLKpPun87U"
306,terjebak di mrt ges.
307,Lagi di MRT sampe berenti ini gak jalan MRT nya gara gara gempa
308,@densha_foxtrot Layanan MRT dihentikan sementara td. Sekarang baru melayani lagi
309,Lagi di dalam MRT dan ada gempa. Kereta berhenti dong. Gw panik.
310,Kok jadi takut nerusin naik mrt abis ini wkwkwkwk
311,"Astagfirullah aku stuck di stasiun MRT senayan, gak jalan2 dari tadi https://t.co/4YrHJPHGyy"
312,"Karena gempa, layanan MRT untuk sementara dihentikan demi keselamatan

#gempa #mrt"
313,Apakah perjalanan MRT ditunda
314,"Operasional dihentikan smtra gegara gempa #staysafe (@ Stasiun MRT Blok M in Jakarta Selatan, DKI Jakarta) https://t.co/7lN5SkZMRL"
315,Ya gimana ya ini di MRT jadi ga berasa gempanya🙃. Keluar ga sih kalau gini-gini?
316,Pantesan MRT mendadak berhenti... https://t.co/3Z35Mt41Mb
317,"Gempa 7,4 sr di Banten gaes. MRT sampe berenti sementara."
318,"@topazaditia Eh bener gempa 7,4 skala richter berpusat di Banten. Nih MRT stuck gak bisa jalan."
319,"@LilikSatrio @mrtjakarta Keras lho. Senderan di lemari kayu, sampai bunyi bergetar keras.
Mrt berhenti jalan ?"
320,gempa dan masih kejebak di mrt
321,GUE LG DI MRT ANJER
322,Harus dalem mrt banget ga si 😭😭😭 https://t.co/Ppzii0OqQ9
323,Di MRT kerasa banget 😥😥 https://t.co/fxuHfNSZ1e
324,Gempa berasa banget di mrt
325,Woy gila ini gempa gua lagi di mrt woy woy woy
326,"@Ichsanrmdhni MRT lagi lewat itu. 
Btw, lu Jakarta mana, San?"
327,Mengantuk betul sampai tak ingat jalan camna nak balik kajang naik mrt
328,"@F_ViviJKT48 ok tiati yak, kirain masih di MRT, jauhin diri dari gedung atau tembok dulu yak"
329,@infoBMKG @agatahepy Lg di mrt bawah tanah pula posisinya:( gaswat:(
330,"Alhamdulillah cust sis grab combo Raga. Terima kasih 🍫❤️
.
.
Free COD area Cheras KL (Mytown, IKEA Cheras, Sunway Velocity, MRT Cochrane, MRT Maluri, LRT Chan Sow Lin, Fraser Business Park, Pudu dan kawasan… https://t.co/8Qg1Ucq5y9"
331,Mrt tertahan di stasiun senayan:(( masih dibawah tanah. Okefix. Kaya lg dangdutan huhuhuhu
332,Aku lagi di toilet mrt gimana itu guncangannya berasa di atas lohhh:”)))
333,YaAllah gede.. tapi ga berasa krn mrt juga goyang2 biasanya https://t.co/jYEnkoGsDR
334,lagi di mrt kok tibatiba puyeng kaya mabok naek mobil ternyata gempa...
335,@infoBMKG Pantesan MRT berasa goyang. Kirain relnya bermasalah
336,@cangcimeeeeen GUE LG DI MRT DONG
337,@HILALISA97 @HIJISUN98 [ ] ih serius . . . . ? Kok yooa gak kerasa ya? .-. Tapi ini lagi di MRT dah ketahan sihh. Apakah itu penyebabnya?? :/
338,"MRT yang saya tumpangi belum bisa melanjutkan perjalanan ke Lebak Bulus. Saat gempa terjadi, sedang naik-turun penumpang di Cipete Raya"
339,"Bodoh la sial bawak durian naik mrt, common sense kau mana kimak"
340,Di Jalan Blora dekat terminal Commuter Line Stasiun Sudirman / Stasiun MRT Dukuh Atas terasa GEMPA bergoyang ke arah samping sekitar jam 19.05
341,"Yang naik MRT apa kabar, ya, pas gempa tadi(?)"
342,Lg di mrt ketawa2 :) mrtnya sampe berhenti. Masih blm sadar :) ternyata gempa :)
343,"gue kira sangar bgt mrt sampe kerasa di lt bawahnya, trnyata gempa"
344,Ngerasain gempa pas lagi mau naik mrt seperti ingin membatalkan perjalanan
345,gara2 abis naik mrt gue kira gue halu dikamar ternyata emang gerak semua barangnya..
346,@radifancakra Di MRT!
347,Jakarta Gempa sekitar 19:05. Stasiun MRT Cipete Raya goyang. Kirain efek Keretanya lewat. Ternyata gempa 😅
348,Jkt gempa. Dan posisinya lu lg didlm mrt. Mantap. Masih dibawah tanah pulaaaaa 👀
349,Asli deg degan karena lagi di tempat MRT
350,"RT @nobisha: Orang berjaya kata, “Susah, tapi boleh buat.”
Orang gagal kata, “Boleh buat, tapi susah.”"
351,Wow baru pertama kali MRT ketahan....
352,@guztiekaputra Emg ada kendaraan ? Anda kan mrt -an
353,"Ku juga gak kerasa, soalnya lg di MRT https://t.co/T1hd3NW782"
354,Ini mrt jadi di berhentiin juga
355,Gempa dan sedang di mrt..
356,Beneran gempa toh. Gw lg di sta MRT BlokM barusan goyang2 kirain gegara kereta lewat
357,@jaluambara_ @sasyachi Di pp juga enak tuh nyebrang lewat tunnel mrt
358,Mrt brenti https://t.co/4kDOqZJAcu
359,Gue lagi di mrt
360,"Lagi di MRT, ga ngerasain gempa. 
#InfoLayananMasyarakat"
361,GEMPA DI STASIUN MRT BENER2 MENANTANG GILA https://t.co/Ou5u1FPivB
362,"Hari ni ade la ""me time"" sikit, entahlah waktu balik aku paling suka bila duduk dalam mrt, perhati gelagat orang, masa minggu konvo banyak sangat bersosial, rasa penat+pelik pulak.. sebab dah lama tak bersosial an.."
363,Stasiun mrt cipete raya berasa bgt woi goyangnya
364,"Gempaaaaa 

Berasa banget mrt nya goyang2 😭😭😭]]"
365,RT @_ashrfazml: Everybody seems to be chasing clout about UPNM 👏🏼 . Pelajar or bekas pelajar UPNM tak perlu layan la komen2 netizen ni. Tak…
366,"RT @suzytasya_: Bunuh jelah aku ni kalau hidup nak rampas pakwe orang😭

Budak sekolah dm aku.Dia salah orang gaissssss.Dia kata aku rampas…"
367,Sekali ni jeee lahh naik train 😂😂 Barai teruk hari hari kena jalan. Jauhhh gileee dari office nak pergi mrt tuu 🥵🥵
368,"@WahabisLokal HIDUUUP PRO RAKYAT...TARIP PARKIR MAHAL MUTER AJA TUH KENDARAAN..KAYA KUMIDI PUTAR... kalau ga Gengsi sih begini ngomong nya.
...pak jokowi/ahok sdh menyediakan LRT MRT manfaatkan itu lebih murah efesien dan ramah lingkungan...
Ngomong Gitu aja kok ribet.."
369,@F_ViviJKT48 Mrt dibaca em ar ti
370,Ngulang berapa kali nonton tonight show yg buibu mrt sama tompi ngakak mulu WKWK. Desta nyebelin bat dah WKWKW
371,@joseph_mrt @GROUNDsuerte Haaaaan @GROUNDsuerte il a dit FTG
372,"When u believing in yrself, trust me u have encourage to do it. Like last night, I cant sleep sbb pikir nak naik mrt ke nak drive sendiri ke Damansara. Kalau naik mrt takut tak reti tukar stesen. Kalau drive, tak reti nak drive sorang sambil waze."
373,@F_ViviJKT48 Serius kok Saya gak tau ya.. Btw mana ni tusut bareng mrt nya
374,"@Awahan22 Naik mrt lah, dari bundaran hi"
375,"Paham Jon?

Begitu pula nasib emak2 yang ditahan karena larut dalam euforia kampanye

Ada efek positifkah MRT dan nasi goreng? https://t.co/460D00qgq3"
376,"@musniumar Pak @musniumar saya setuju tapi apakah kapasitas angkutan umum kita mampu? Monggo cek krl Bogor ke jakarta, lrt Bekasi belum siap kalo mrt terbatas lokasi tertentu takutnya jadi back fire saya lebih khawatir nanti tidak efektif bukan pesimis tapi coba realistis"
377,um how bout damansara? i mean near mutiara mrt. kena charge jugak ke cod https://t.co/4RwbUWUy9g
378,"MRT: MaRTabak
Udh ini paling pas kalau malem2 hihihihi https://t.co/lIPbDDoiDG"
379,@Marsyaekaa_ Naik MRT 🤣🤣🤣
380,"RT @AzriAbdullah22: Isu UPNM

1. Orang awam marah culture hazing, torture and buli. Bukan the uni itself. Semua uni lain ada its own dark s…"
381,"Temen gue kalo bahas sesuatu yang berhubungan dgn angkutan umum kek busway, krl, mrt dsb. Selalu di selipkan awal kalimat ""eh gue bukannya sok jadi SJW yak"".

Segitunya ya allah, wkwk."
382,"RT @anasazahar_: Tak mampu sampai lapan tingkat, kami mampu macam ni je. https://t.co/CWXcfymPif https://t.co/RGkQEYdEz3"
383,"Kemarin tanggal 1 Agustus 2019, di stasiun MRT Bundaran HI, Bapak Presiden Joko Widodo dan Ibu Iriana menorehkan “Malam” pertama pada kain mori 74 meter. Bentangan tersebut dimulai dengan motif “Gurdo” atau Garuda… https://t.co/KfxVg8oSKD"
384,@jaehwallovely gua udh disuruh ke mrt dong😭 tapi seneng juga sih sekalian nyobain kan
385,Mrt dibaca em er te https://t.co/Z30yp90fOJ
386,"Lg di MRT. Depan gue ada cewe umur 30an, hijab syar’i, perut agak blendung. W kira hamidun w tawarin tempat duduk tp dia menolak, mau blg ‘gapapa mba hamil’ takut syalah."
387,@F_ViviJKT48 mrt = merit
388,Sedapnya bau kfc dalam mrt ni 😭
389,apa gunanya membanggakan MRT kalo pergi pergi masih pakai mobil pribadi
390,"@amirashahiraa dlm mrt, settle kan kerja dulu td"
391,Gimana ya rasanya satu gerbong MRT diisi semua peserta dan pendamping AHMBS 2019? Seru abis pokoknya! Kayak yabg ada di foto ini nih. https://t.co/DStpaL4VWR
392,@askfess Yaudah sih tinggal naik mrt atau transjkt. Gaada yg mesti dikagetin dan diheranin. Demi kebaikan bersama kasian udara jakarta udh kotor bgt2an drpd kalian kena penyakit paru2
393,@F_ViviJKT48 Mrt dibaca merit
394,Ktemunya di stasiun mrt... @ShaniBudi
395,@F_ViviJKT48 Mrt dibaca merata
396,@F_ViviJKT48 Mrt dibaca Marta😅
