,0,1
186,1850,"paling enak udah mrt doang. berdoa aja, mrt/lrt cepat terwujudkan, lumayan buat gue yg kerja di bsd, nyambil kuliah di tebet, rumah di bekasi :)"
187,1860,"Pascagempa 7.4 skala Richter, MRT Jakarta masih beroperasi normal https://t.co/5WA222qyX7"
188,1870,@Sshintanf gangerti gw lg di mrt gamerasakan apapun
189,1880,"Gempa di Jkt? Yg di bawah tanah stasiun mrt bagaimana ya, terasa jg?"
190,1890,"@primahapsari83 @gallanttsany @Jogja_Uncover Alhamdulillah aku aman mbakku, lg menuju plng ke rmh. Pas gempa aku didalam MRT jadi gak tau, begitu berhenti di St. Blok A baru ada pengumuman terjadi gempa Kereta berhenti dahulu, stlh aman baru berjalan kembali normal"
191,1900,"Guncangan gempa M 7,4 Banten juga dirasakan warga Jakarta yang sedang menumpangi MRT. https://t.co/2NZbY7HC7d"
192,1910,"Malam ini jakarta tegang &amp; panik.. di jalan, kereta &amp; MRT semuanya tegang.. stay safe 🙏🏻"
193,1920,"@kumparan @budip saya kebetulan tadi lagi di mrt, diumumkan kok kereta diberhentikan sementara karena ada gempa. dan penumpang dimohon tidak panik"
194,1930,"@mrtjakarta Makasih infonya, tadi pas gempa sy berada di MRT, dan berhenti di stasiun Blok A menunggu aman kembali baru berjalan lagi.."
195,1940,"RT @antaranews: MRT Jakarta sempat berhenti saat terjadi gempa 7,4 SR https://t.co/M8pb499HHN"
196,1950,untung gajadi naik MRT 😭 padahal td udah niat banget mo baik MRT biar cepet nyampe rumah krn lagi lelaaahhhhh bangeeettttt 😭 https://t.co/xrB1SkJjXh
197,1960,"cek yuk -&gt; Cerita Warga Jakarta Rasakan Gempa di MRT Guncangan gempa M 7,4 Banten juga dira  https://t.co/39zaAi2lYG"
198,1970,"@null Cerita Warga Jakarta Rasakan Gempa di MRT Guncangan gempa M 7,4 Banten juga dira  https://t.co/u9l6DMmZQd"
199,1980,"MRT Jakarta sempat berhenti saat terjadi gempa 7,4 SR https://t.co/M8pb499HHN"
200,1990,"Tim Operasional MRT Jakarta sedang melakukan pemeriksaan untuk memastikan semua kondisi stasiun dan fasilitas MRT Jakarta dalam kondisi normal. Jika ada perkembangan atas dampak yang ditimbulkan dari gempa tersebut, akan kami informasikan kemudian."
201,2000,"Sehubungan dengan terjadinya gempa bumi pada malam hari ini (2/8/19) yang terasa di Jakarta, bersama ini kami informasikan bahwa operasi MRT Jakarta pasca gempa telah berjalan normal kembali."
202,2010,RT @mrtjakarta: @Outstandjing @PT_TransJakarta @CommuterLine Saat ini MRT Jakarta kembali beroperasi normal.
203,2020,"@gallanttsany @Jogja_Uncover Berasa ya Gallant smpi Jogja,  aku lg di MRT, tak lama berhenti di stasiun Blok A lama sekali menunggu kondisi aman.."
204,2030,Gila gila gempanya kerasa pisan sampe stasiun mrt sepi :( https://t.co/xRKyMscUTo
205,2040,@stranger_top Kikiki... pagi2 buka gelak sorg2 dlm mrt...
206,2050,"RT @rajanazrin_: Cara nak tahu orang tu SINGLE:

1. Suka tidur lewat
2. Telefon jarang berbunyi
3. Tak jaga makan, makan sukahati dia
4. Su…"
207,2060,Waktu gempa td lagi di dlm MRT. Goyang nya kaco kerasa bgt smp mual. Trs ada satu org bapa2 ini di gerbong gue bikin panik doong “EH GEMPA GEMPA GEMPA SAYA KERASA BANGET INI” shittt bikin org2 lain pada panik anjiirrrr org2 pada langsung berisik gt gegara si bapak ini
208,2070,"MRT Jakarta sempat berhenti beroperasi saat terjadi gempa 7,4 SR https://t.co/Bid06MmIFC"
209,2080,"Soal kesehatan die gak peduli, soal bagi2 kursi berbicara sambil naik MRT, rakyat jd frustasi investasi di negri mukidi. #AncurNKRI"
210,2090,@mirkiway I c mrt station wkkwkwkw
211,2100,"Lagi di mrt. Trus pas lagi naik gojek, tiba tiba ada yg ngechat kalo gempa. Gue cuman bingung karena ga berasa."
212,2110,@jihann_v Serius td janjian sama temen di mrt chatuchak tp ternyata auto dilarang pake bts ke arah mo chit gara2 bom :((
213,2120,Naik mrt https://t.co/1XZKYvrILJ
214,2130,serius ini di stasiun mrt antara getaran kereta sm gempa gabisa bedain cri
215,2140,@Outstandjing @PT_TransJakarta @CommuterLine Saat ini MRT Jakarta kembali beroperasi normal.
216,2150,"#Gempa Mengguncang Jakarta, Layanan MRT Sempat Terhenti

https://t.co/DvMrugZsbx"
217,2160,"Ga bayangin lagi gempa besar pas di dlm mrt, semoga mrt ini bener2 aman yaaa, percaya kok pasti udah dibangun dgn memperhitungkan kemungkinan bencana, sesuai standar keamanan😭 https://t.co/vow6cNM8Z6"
218,2170,"Gempa Mengguncang Jakarta, Layanan MRT Sempat Terhenti 
          https://t.co/On5UpNR4ua"
219,2180,"untuk job sales/marketing, mereka harus dituntut berpakaian rapih, wangi. bukan manja, itu tuntutan pak/bu. kalo jakarta dan sekitarnya udah terintegrasi dengan baik seperti mrt/lrt jelas bakal milih kendaraan umum ko"
220,2190,"RT @tyragzel: used iPhone 7 Plus Red Product 128gb LL set (FULLSET)

Price: RM1630
Warranty: Sebulan by MyPhone Valley
Cod percuma: Bangi G…"
221,2200,Ya allah gimana mitigasi bencana pas di dalam KRL DAN MRT ya?
222,2210,@deinosaurus yukk naik mrt
223,2220,"@streetflowerz Berasa soalnya MRT nya yg di atas, pas lagi berhenti jg tadi. ]]"
224,2230,"@tubirfess Btw, di eskalator mrt udh ada tandanya itu yg sisi kanan buat org buru"""
225,2240,@vioUul Trus naik MRT
226,2250,Alhamdulillah tadi dah keluar dari mrt pas gempaa 😭😭😭😭
227,2260,"@sukaesgrem Jauh semua sih sebenernya, tapi ya paling mendekati gambir. Dari gambir ke HI mayan deket. Trus lanjut MRT ke senayan bisa."
228,2270,yg di MRT gimana ya? dia kan subway terus naik keatas gitu
229,2280,@WoyRob_ @naufalkhrzzmn @sxndysuy mrt dong
230,2290,"@Eno_Bening W makin setuju ibukota pindah bang...
Itu mrt udah dirancang anti gempa kn?"
231,2300,Uji coba Mass Rapid Transit (MRT) yang dilaksanakan pada hari ini Selasa (12/3) mendapat respon positif sejumlah penumpang. Bahkan para penumpang mengaku kagum dengan fasilitas MRT yang disediakan. #2019JokowiKyaiMaruf https://t.co/rPDbpxW2EX
232,2310,"Tiba-tiba, MRT berhenti tanpa sebab. Tak ada pemberitahuan juga terkait penyebab berhentinya MRT saat itu. #gempa https://t.co/iAsuO0vbm4"
233,2320,"RT @flameme14: MRT diberentiin untung pas lg berenti di stasiun ,, stay safe guys"
234,2330,NAIK MRT FREE WOI HAHAH https://t.co/VXlDVhFany
235,2340,@mrtjakarta @herman_angran Kalau kartu indomartcard yg dr mandiri emoney bisa tidak min buat naik mrt ?
236,2350,RT @erie_Nya: @VIVAcoid Terserah. Saya mah udah mulai nikmatin naik KRL MRT + ojol ojolan.
237,2360,RT @dedewii: @HaiMagazine MRT Senayan. Pada bingung harus keluar apa gimana...
238,2370,Ogah naik MRT :( tacutt lg dibawah trus gempa lg
239,2380,@hai_fay Nggih mrt sempat delay
240,2390,Gak kebayang lagi gempa gini lagi di dalem MRT :')
241,2400,"@mndxy Tak, mrt chill chill je. Just ada orang bodoh jela banyak"
242,2410,"kalo ada gempa gini, MRT berhenti operasi seper sekian menit. terus apa kabar pesawat? berhenti operasi juga ngga?"
243,2420,Yaampun untung tadi gue abis 8 selese tanding langsung pulang anjirr sumpah bayangin lagi naik mrt trs gempa gimana caranya coba
244,2430,"jangan sampe ada yang kena tsunami deh, apalagi jakarta. blom pernah naek mrt soalnya. ke comedymarkette apalagi"
245,2440,"#pluvio

👧: lu masih di mrt? Terjebak di mrt?
👦: engga, gue terjebak di nostalgia.

BODO AMAT."
246,2450,mrt sejuknya 🥶
247,2460,Lah di MRT ga berasa gempa hahaha tetiba MRT nya berenti aja gitu tadi di Cipete Raya dan jalannya nunggu aba2
248,2470,MRT lagi berhenti ci st. Cipete Raya MRT gw goyang2 dong ternyata gempa..
249,2480,@lanafad kak jangan gitu yaAllah beneran keliatan after office look banget:((( baru keluar stasiun mrt:(((
250,2490,Apakah MRT sudah memiliki team evakuasi khusus antisipasi gempa?
251,2500,MRT aman? TJ kor 13 aman? Gempa tadi @mrtjakarta @PT_TransJakarta
252,2510,@F_ViviJKT48 Smoga sehat yaaaa kakinyaa! Hadoo gabisa ikut naik mrt hiyaaa
253,2520,Bismillah pulangnya naik mrt semoga selamat smp rumah #gempa
254,2530,"RT @shabrina_tasya: tadi pas gempa lg beli pisang goreng di dkt st.cipete, terus keliatan pas gempa MRT nya udh mau masuk stasiun tp badann…"
255,2540,Aku rasa mcm bru nampak nodroh zomono la kt mrt.. shit kalau btl dia... bapak comel siaaaaaa
256,2550,@mrtjakarta Sepertinya akan perlu pengecekan di seluruh jalur MRT. Semoga aman dan bebas dari cracked struktur
257,2560,Kalo lagi di mrt pas gempa gimana ya?
258,2570,Astaga.. Kalo tadi masih di MRT layang apa rasanya coba
259,2580,Hm apa rasanya yg didalam mrt https://t.co/qVx8fwr4QV
260,2590,RT @sushiaftergym: Rumah murah pas di sebelah stasiun MRT https://t.co/0UX8aK9MzP
261,2600,RT @axdwin: Di Jalan Blora dekat terminal Commuter Line Stasiun Sudirman / Stasiun MRT Dukuh Atas terasa GEMPA bergoyang ke arah samping se…
262,2610,"Gempa 7,4 magnitudo berpusat di Sumur, Banten. https://t.co/NHV1p0cRPz"
263,2620,MRT telat untuk pertama kalinya.
264,2630,MRT udah normal kok. Ya mungkin telat 5 menitan karena tadi berhenti dulu
265,2640,"@mrtjakarta 6.45 udah turun mrt, ya Allah :("
266,2650,RT @cangkir_nemu: GEMPA DI STASIUN MRT BENER2 MENANTANG GILA https://t.co/Ou5u1FPivB
267,2660,Pantesan tumben banget MRT berhenti lama.. ternyata gempa ya 😐
268,2670,"@gorjessspazzz Aku berasa banget kak. Mana lagi di mrt. Untung belom masuk, jadinya langsung naik ke atas."
269,2680,@mrtjakarta Tadi jam 7.07 masih di MRT. Berasa kliyengan min. 😥 Alhamdulillah aman..
270,2690,@HaiMagazine MRT Senayan. Pada bingung harus keluar apa gimana...
271,2700,"tadi pas gempa lg beli pisang goreng di dkt st.cipete, terus keliatan pas gempa MRT nya udh mau masuk stasiun tp badannya blm masuk semua, terus berhenti di tengah2 yaampun itu pasti lebih berasa ya gempanya di atas😭"
272,2710,Udah di MRT 👀 https://t.co/hnfMMYHrPH
273,2720,"Gak kerasa gempa krn lg di MRT, pas di Blok A MRT nya berhenti 5 mnt. Alhamdulillah skrg udh turun di H. Nawi"
274,2730,"Kereta MRT sempat berhenti beroperasi dan sekarang sudah  kembali beroperasi, namun headway terjadi delay 10 menit 43 detik."
275,2740,"BB-Subang Jaya-Shah Alam. The struggle is real hmm (@ Bukit Bintang MRT Station (SBK18A) Exit C in Kuala Lumpur, KL) https://t.co/OmQweKe3w8"
276,2750,ga kerasa gara2 lg di mrt tadi anjer tp ngapa disitu lg dah jd throwback t****** sksksk https://t.co/N92Cx7iB59
277,2760,"Tadi gw lagi di dalam kereta MRT, jadi gak kerasa kalau ada Gempa 😄😆🤭"
278,2770,"Sebagai orang yg amat sangt peka terhadap gempa, ku ga kerasa gempa sihh. Y gmn mo kerasa lha wong pas di mrt .."
279,2780,"RT @adrpradana: MRT yang saya tumpangi belum bisa melanjutkan perjalanan ke Lebak Bulus. Saat gempa terjadi, sedang naik-turun penumpang di…"
280,2790,@lamebassist_ Gak kebayang yang lagi naik mrt/lrt
281,2800,Gak tahu kalo ada gempa krn lg otw dr stasiun MRT ke peron. Baru tahu pas ada pengumuman dr staff stasiun.
282,2810,"@sirgunthers #Kalabiru wah, saya sering berkeliaran di MRT!"
283,2820,"@hi_syaamm Soalnya kereta emg goyang terus cam, MRT mungkin kerasa..."
284,2830,@dessym1 AKU BERASA GELIYENG DOANG. TADI LAGI DI MRT GA BEGITU KERASA
285,2840,Maaf ini sereeem.. Kereta MRT berhenti otomatis saat gempa. Kalo lagi di jalur atas berhentinya gimana... oke maaf tapi aku bayanginnya ngilu
286,2850,@faizwahab Kalau rumah I pegi keje drive? No. Jauh gile and tak berbaloi. Better park dekat MRT je. I'm a cheapskate. 😅
287,2860,"Gempa 30 detik membuat khawatir mereka yang sedang beraktivitas di stasiun bawah tanah MRT 😔
#mrtjakarta https://t.co/ZKTd54fKEa"
288,2870,Gempa.. lg di mrt.. what the ah 🙈😑 bikin deg2an
289,2880,"@adrpradana malam mas, saya Tiara wartawan detikcom. Apakah boleh saya minta kontak mas terkait kondisi di MRT ketika gempa tadi? Saya follow mas, mungkin bisa follow back?"
290,2890,@fvckryie me in mrt : di stop
291,2900,"#Krieger

👩🏻: Dimana?
👦🏻: MRT, kenapa ma?
👩🏻: Barusan gempa mama lagi nyuci piring, panci pada goyang
👦🏻: emang gak keluar?
👩🏻: nanggung abisan

Ibu2 kenapa deh kadang nyalinya segede gunung gede."
292,2910,"@bananaysu Kayaknya ga jadi naik mrt, lanjut ampe tj barat trus gojek aja lah wkwkk"
293,2920,baru pertama naik MRT .eh ada gempa 😨 https://t.co/Kd3ShVOkwd
294,2930,"MRT diberentiin untung pas lg berenti di stasiun ,, stay safe guys"
295,2940,@vickyfarhan95 Td pas jam itu aku lg turun tangga di stasiun mrt jd mgkn ga kerasa
296,2950,"Serem juga ini gempa, nyampe mandek dong mrt"
297,2960,"Lagi di MRT ketika #gempa terasa, banyak yang bergegas keluar di stasiun terdekat"
298,2970,Tadi lagi di MRT jadi ga bisa ikutan ngerasain gempa. Hufft ga bisa update deh
299,2980,Yang kemudian mrt nya delay karna menunggu situasi aman
300,2990,Hai semua. Kalau ada masa terluang. Boleh lah tengok saya sbg pengacara bagi rancangan Aksi di myklik rtm. Episod 12 Aksi 2019 ok? #3tanberaksi #sayastudentupnm https://t.co/XolPbkzWOg
301,3000,Ditengah-tengah gempa muncul kepenasaranan: Gimana ya kalo pas gempa lagi di MRT?
302,3010,"Didalem MRT gaberasa gempa. Tp kereta diem 5menitan 🙃
Paniq, masih dibawah tanah https://t.co/gJXNDimrsZ"
303,3020,GILAAA MRT SAMPE GOYANG GOYANG GARA GARA GEMPA ANJIR GUE PANIK
304,3030,Sekarang bingung mau balik naik mrt takut
305,3040,RT @BisKota_: Apakah perjalanan MRT ditunda
306,3050,"50-80K/Jam, masak mau punya MRT kayak New York tapi harga parkirnya ga mau sama. https://t.co/VLKpPun87U"
307,3060,terjebak di mrt ges.
308,3070,Lagi di MRT sampe berenti ini gak jalan MRT nya gara gara gempa
309,3080,@densha_foxtrot Layanan MRT dihentikan sementara td. Sekarang baru melayani lagi
310,3090,Lagi di dalam MRT dan ada gempa. Kereta berhenti dong. Gw panik.
311,3100,Kok jadi takut nerusin naik mrt abis ini wkwkwkwk
312,3110,"Astagfirullah aku stuck di stasiun MRT senayan, gak jalan2 dari tadi https://t.co/4YrHJPHGyy"
313,3120,"Karena gempa, layanan MRT untuk sementara dihentikan demi keselamatan

#gempa #mrt"
314,3130,Apakah perjalanan MRT ditunda
315,3140,"Operasional dihentikan smtra gegara gempa #staysafe (@ Stasiun MRT Blok M in Jakarta Selatan, DKI Jakarta) https://t.co/7lN5SkZMRL"
316,3150,Ya gimana ya ini di MRT jadi ga berasa gempanya🙃. Keluar ga sih kalau gini-gini?
317,3160,Pantesan MRT mendadak berhenti... https://t.co/3Z35Mt41Mb
318,3170,"Gempa 7,4 sr di Banten gaes. MRT sampe berenti sementara."
319,3180,"@topazaditia Eh bener gempa 7,4 skala richter berpusat di Banten. Nih MRT stuck gak bisa jalan."
320,3190,"@LilikSatrio @mrtjakarta Keras lho. Senderan di lemari kayu, sampai bunyi bergetar keras.
Mrt berhenti jalan ?"
321,3200,gempa dan masih kejebak di mrt
322,3210,GUE LG DI MRT ANJER
323,3220,Harus dalem mrt banget ga si 😭😭😭 https://t.co/Ppzii0OqQ9
324,3230,Di MRT kerasa banget 😥😥 https://t.co/fxuHfNSZ1e
325,3240,Gempa berasa banget di mrt
326,3250,Woy gila ini gempa gua lagi di mrt woy woy woy
327,3260,"@Ichsanrmdhni MRT lagi lewat itu. 
Btw, lu Jakarta mana, San?"
328,3270,Mengantuk betul sampai tak ingat jalan camna nak balik kajang naik mrt
329,3280,"@F_ViviJKT48 ok tiati yak, kirain masih di MRT, jauhin diri dari gedung atau tembok dulu yak"
330,3290,@infoBMKG @agatahepy Lg di mrt bawah tanah pula posisinya:( gaswat:(
331,3300,"Alhamdulillah cust sis grab combo Raga. Terima kasih 🍫❤️
.
.
Free COD area Cheras KL (Mytown, IKEA Cheras, Sunway Velocity, MRT Cochrane, MRT Maluri, LRT Chan Sow Lin, Fraser Business Park, Pudu dan kawasan… https://t.co/8Qg1Ucq5y9"
332,3310,Mrt tertahan di stasiun senayan:(( masih dibawah tanah. Okefix. Kaya lg dangdutan huhuhuhu
333,3320,Aku lagi di toilet mrt gimana itu guncangannya berasa di atas lohhh:”)))
334,3330,YaAllah gede.. tapi ga berasa krn mrt juga goyang2 biasanya https://t.co/jYEnkoGsDR
335,3340,lagi di mrt kok tibatiba puyeng kaya mabok naek mobil ternyata gempa...
336,3350,@infoBMKG Pantesan MRT berasa goyang. Kirain relnya bermasalah
337,3360,@cangcimeeeeen GUE LG DI MRT DONG
338,3370,@HILALISA97 @HIJISUN98 [ ] ih serius . . . . ? Kok yooa gak kerasa ya? .-. Tapi ini lagi di MRT dah ketahan sihh. Apakah itu penyebabnya?? :/
339,3380,"MRT yang saya tumpangi belum bisa melanjutkan perjalanan ke Lebak Bulus. Saat gempa terjadi, sedang naik-turun penumpang di Cipete Raya"
340,3390,"Bodoh la sial bawak durian naik mrt, common sense kau mana kimak"
341,3400,Di Jalan Blora dekat terminal Commuter Line Stasiun Sudirman / Stasiun MRT Dukuh Atas terasa GEMPA bergoyang ke arah samping sekitar jam 19.05
342,3410,"Yang naik MRT apa kabar, ya, pas gempa tadi(?)"
343,3420,Lg di mrt ketawa2 :) mrtnya sampe berhenti. Masih blm sadar :) ternyata gempa :)
344,3430,"gue kira sangar bgt mrt sampe kerasa di lt bawahnya, trnyata gempa"
345,3440,Ngerasain gempa pas lagi mau naik mrt seperti ingin membatalkan perjalanan
346,3450,gara2 abis naik mrt gue kira gue halu dikamar ternyata emang gerak semua barangnya..
347,3460,@radifancakra Di MRT!
348,3470,Jakarta Gempa sekitar 19:05. Stasiun MRT Cipete Raya goyang. Kirain efek Keretanya lewat. Ternyata gempa 😅
349,3480,Jkt gempa. Dan posisinya lu lg didlm mrt. Mantap. Masih dibawah tanah pulaaaaa 👀
350,3490,Asli deg degan karena lagi di tempat MRT
351,3500,"RT @nobisha: Orang berjaya kata, “Susah, tapi boleh buat.”
Orang gagal kata, “Boleh buat, tapi susah.”"
352,3510,Wow baru pertama kali MRT ketahan....
353,3520,@guztiekaputra Emg ada kendaraan ? Anda kan mrt -an
354,3530,"Ku juga gak kerasa, soalnya lg di MRT https://t.co/T1hd3NW782"
355,3540,Ini mrt jadi di berhentiin juga
356,3550,Gempa dan sedang di mrt..
357,3560,Beneran gempa toh. Gw lg di sta MRT BlokM barusan goyang2 kirain gegara kereta lewat
358,3570,@jaluambara_ @sasyachi Di pp juga enak tuh nyebrang lewat tunnel mrt
359,3580,Mrt brenti https://t.co/4kDOqZJAcu
360,3590,Gue lagi di mrt
361,3600,"Lagi di MRT, ga ngerasain gempa. 
#InfoLayananMasyarakat"
362,3610,GEMPA DI STASIUN MRT BENER2 MENANTANG GILA https://t.co/Ou5u1FPivB
363,3620,"Hari ni ade la ""me time"" sikit, entahlah waktu balik aku paling suka bila duduk dalam mrt, perhati gelagat orang, masa minggu konvo banyak sangat bersosial, rasa penat+pelik pulak.. sebab dah lama tak bersosial an.."
364,3630,Stasiun mrt cipete raya berasa bgt woi goyangnya
365,3640,"Gempaaaaa 

Berasa banget mrt nya goyang2 😭😭😭]]"
366,3650,RT @_ashrfazml: Everybody seems to be chasing clout about UPNM 👏🏼 . Pelajar or bekas pelajar UPNM tak perlu layan la komen2 netizen ni. Tak…
367,3660,"RT @suzytasya_: Bunuh jelah aku ni kalau hidup nak rampas pakwe orang😭

Budak sekolah dm aku.Dia salah orang gaissssss.Dia kata aku rampas…"
368,3670,Sekali ni jeee lahh naik train 😂😂 Barai teruk hari hari kena jalan. Jauhhh gileee dari office nak pergi mrt tuu 🥵🥵
369,3680,"@WahabisLokal HIDUUUP PRO RAKYAT...TARIP PARKIR MAHAL MUTER AJA TUH KENDARAAN..KAYA KUMIDI PUTAR... kalau ga Gengsi sih begini ngomong nya.
...pak jokowi/ahok sdh menyediakan LRT MRT manfaatkan itu lebih murah efesien dan ramah lingkungan...
Ngomong Gitu aja kok ribet.."
370,3690,@F_ViviJKT48 Mrt dibaca em ar ti
371,3700,Ngulang berapa kali nonton tonight show yg buibu mrt sama tompi ngakak mulu WKWK. Desta nyebelin bat dah WKWKW
372,3710,@joseph_mrt @GROUNDsuerte Haaaaan @GROUNDsuerte il a dit FTG
373,3720,"When u believing in yrself, trust me u have encourage to do it. Like last night, I cant sleep sbb pikir nak naik mrt ke nak drive sendiri ke Damansara. Kalau naik mrt takut tak reti tukar stesen. Kalau drive, tak reti nak drive sorang sambil waze."
374,3730,@F_ViviJKT48 Serius kok Saya gak tau ya.. Btw mana ni tusut bareng mrt nya
375,3740,"@Awahan22 Naik mrt lah, dari bundaran hi"
376,3750,"Paham Jon?

Begitu pula nasib emak2 yang ditahan karena larut dalam euforia kampanye

Ada efek positifkah MRT dan nasi goreng? https://t.co/460D00qgq3"
377,3760,"@musniumar Pak @musniumar saya setuju tapi apakah kapasitas angkutan umum kita mampu? Monggo cek krl Bogor ke jakarta, lrt Bekasi belum siap kalo mrt terbatas lokasi tertentu takutnya jadi back fire saya lebih khawatir nanti tidak efektif bukan pesimis tapi coba realistis"
378,3770,um how bout damansara? i mean near mutiara mrt. kena charge jugak ke cod https://t.co/4RwbUWUy9g
379,3780,"MRT: MaRTabak
Udh ini paling pas kalau malem2 hihihihi https://t.co/lIPbDDoiDG"
